Chromosome 5'	Position 5'	Chromosome 3'	Position 3'	Gene 5'	Gene 3'	Cell line
19	50388015	19	55743350	TBC1D17	PPP6R1	NCI-H2126
7	127983730	1	6355040	RBM28	ACOT7	NCI-H2126
17	28508034	1	111996833	NSRP1	ATP5F1	NCI-H2126
11	66046008	11	66006275	CNIH2	PACS1	NCI-H2126
4	103681875	4	103731012	MANBA	UBE2D3	NCI-H2122
1	38158705	1	37356697	CDCA8	GRIK3	NCI-H2122
17	46153363	11	57094988	CBX1	SSRP1	NCI-H2122
9	86322415	9	91628490	UBQLN1	SHC3	NCI-H2073
17	47781462	18	3456352	SLC35B1	TGIF1	NCI-H2073
17	47781462	5	1094363	SLC35B1	SLC12A7	NCI-H2073
17	47781462	20	56234753	SLC35B1	PMEPA1	NCI-H2073
17	47781462	4	55151538	SLC35B1	PDGFRA	NCI-H2073
17	47781462	19	41774128	SLC35B1	HNRNPUL1	NCI-H2073
7	154790360	7	154143299	PAXIP1	DPP6	NCI-H2073
6	53660213	17	49731097	LRRC1	CA10	NCI-H2073
19	2137010	10	99991269	AP3D1	C10orf28	NCI-H2073
1	196621305	13	94482407	CFH	GPC6	NCI-H2009
6	110514471	6	110567463	CDC40	METTL24	NCI-H2009
1	184476816	1	186367445	C1orf21	C1orf27	NCI-H2009
4	53385	4	517248	ZNF595	PIGG	NCI-H1975 (IVCC)
X	46541771	X	70775804	SLC9A7	OGT	NCI-H1975 (IVCC)
2	86258453	1	156287338	POLR1A	CCT3	NCI-H1975 (IVCC)
19	17387433	14	69360464	BABAM1	ACTN1	NCI-H1975 (IVCC)
18	662320	17	75483506	TYMS	SEPT9	NCI-H1781
8	109226836	4	39904080	EIF3E	PDS5A	NCI-H1703
16	84733717	16	84600561	USP10	COTL1	NCI-H1299
12	80189418	12	80007389	PPP1R12A	PAWR	NCI-H1299
11	9462208	22	36693060	IPO7	MYH9	NCI-H1299
17	42436947	17	45297270	FAM171A2	MYL4	NCI-H1299
2	63058293	2	64083440	EHBP1	UGP2	NCI-H1299
7	29160509	7	28031600	CPVL	JAZF1	NCI-H1299
9	130931331	9	131339102	CIZ1	SPTAN1	NCI-H1299
20	50234029	20	33902568	ATP9A	UQCC	NCI-H1299
17	28811788	17	28765993	GOSR1	CPD	HOP-92
7	44608502	7	44250622	DDX56	YKT6	HOP-92
11	35211612	11	34952951	CD44	PDHX	HOP-92
1	156281832	1	156374393	CCT3	C1orf61	HOP-92
17	73201889	17	73177283	NUP85	SUMO2	HOP-62
19	13923978	19	14094407	ZSWIM4	RFX1	HCC827
12	64860862	12	58109543	TBK1	OS9	HCC827
19	10403542	19	17444609	ICAM5	ANO8	HCC827
7	56140804	16	2013257	SUMF2	RPS2	HCC4011
8	8865658	16	23364122	ERI1	SCNN1B	HCC4011
5	179153760	12	6879087	CANX	PTMS	HCC4011
2	96950918	13	20245346	SNRNP200	MPHOSPH8	HCC4006
19	5119863	5	52778710	KDM4B	FST	HCC4006
10	70287003	6	38050168	SLC25A16	ZFAND3	HCC2935 (UTSW)
22	50724229	3	108270166	PLXNB2	KIAA1524	HCC2935 (UTSW)
19	49951084	11	35243201	PIH1D1	CD44	HCC2935 (UTSW)
22	33960834	22	41265003	LARGE	XPNPEP3	HCC2935 (UTSW)
14	78182222	3	25775473	SLIRP	NGLY1	HCC2279
2	24914529	2	54848537	NCOA1	SPTBN1	HCC2279
1	62483619	1	65831568	INADL	DNAJC6	HCC2279
5	131080257	5	130846184	FNIP1	RAPGEF6	HCC2279
9	130272425	11	1775131	FAM129B	CTSD	HCC2279
12	95396515	12	95507477	NDUFA12	FGD6	ABC-1
15	75137814	15	53998271	SCAMP2	WDR72	A549
9	75555064	1	43162313	ALDH1A1	YBX1	A549
2	37543380	2	37579932	PRKD3	QPCT	U266B1
2	37373996	2	37496830	EIF2AK2	PRKD3	U266B1
11	72695133	11	67186958	FCHSD2	CARNS1	RPMI 8226
1	44079386	1	44450537	PTPRF	B4GALT2	OPM-2
14	93418291	14	77951262	ITPK1	ISM2	OPM-2
12	133338204	12	132635526	ANKLE2	NOC4L	OPM-2
2	61729131	2	62107529	XPO1	CCT4	NCI-H929
18	47813957	18	47581748	CXXC1	MYO5B	NCI-H929
20	44523772	17	30322583	CTSA	SUZ12	NCI-H929
22	23230439	8	144669022	IGLL5	EEF1D	MOLP-8
12	122845506	12	123915206	CLIP1	RILPL2	MOLP-8
4	184020775	4	183694625	WWC2	ODZ3	LP-1
11	62554999	11	62553732	TMEM179B	TAF6L	LP-1
17	7470322	17	7668709	SENP3	DNAH2	LP-1
3	121168162	8	11831627	POLQ	DEFB136	LP-1
4	89711737	17	29113049	FAM13A	CRLF3	LP-1
6	7888938	6	8041501	TXNDC5	MUTED	L-363
6	76380436	2	173451006	SENP6	PDK1	L-363
12	58112965	9	140166533	OS9	COBRA1	L-363
8	42742871	8	42914235	RNF170	FNTA	KMS-34
8	98673401	4	174253389	MTDH	HMGB2	KMS-34
7	2395055	8	92033632	EIF3B	TMEM55A	KMS-34
16	30900181	16	943072	BCL7C	LMF1	KMS-34
15	45003811	4	129752888	B2M	PHF17	KMS-34
12	46125097	12	42555567	ARID2	YAF2	KMS-34
1	50642864	1	51267349	ELAVL4	FAF1	KMS-28BM
11	120295124	7	18535885	ARHGEF12	HDAC9	KMS-28BM
16	78198186	16	78005747	WWOX	VAT1L	KMS-27
22	23230439	19	1417499	IGLL5	DAZAP1	KMS-27
3	127872666	2	55459944	EEFSEC	RPS27A	KMS-27
11	8706439	5	109049221	RPL27A	MAN2A1	KMS-21BM
16	68901123	16	68087467	TMCO7	DUS2L	KMS-12-BM
8	117875369	8	117671219	RAD21	EIF3H	KMS-12-BM
10	133959084	10	134421419	JAKMIP3	INPP5A	KMS-12-BM
2	75081582	2	74300676	HK2	TET3	KMS-12-BM
17	45258928	14	67555700	CDC27	GPHN	KMS-12-BM
10	91514430	3	81699072	KIF20B	GBE1	KMS-11
3	81719989	10	91518463	GBE1	KIF20B	KMS-11
2	228163528	2	230840957	COL4A3	FBXO36	KMS-11
12	67688936	12	81503339	CAND1	ACSS3	KMS-11
6	7891854	6	8016061	TXNDC5	MUTED	KMM-1
5	180687002	8	192887	TRIM52	ZNF596	KMM-1
10	105727653	5	13701545	SLK	DNAH5	KMM-1
22	30418686	22	19349454	MTMR3	HIRA	KMM-1
22	19363154	22	30421619	HIRA	MTMR3	KMM-1
14	81362062	14	81682858	CEP128	GTF2A1	KMM-1
6	35021942	14	23635749	ANKS1A	SLC7A8	KMM-1
17	42949814	17	43366671	EFTUD2	MAP3K14	JJN-3
17	38451708	17	38345118	CDC6	RAPGEFL1	JJN-3
12	56607742	12	50867198	RNF41	LARP4	EJM
12	56708635	12	120635265	CNPY2	RPLP0	EJM
1	213303232	1	211280719	RPS6KC1	KCNH1	AMO-1
19	3981945	11	66043515	EEF2	RAB1B	AMO-1
14	104053701	14	103969219	APOPT1	MARK3	AMO-1
11	111724103	11	111558725	ALG9	SIK2	AMO-1
12	123868755	12	123751829	SETD8	CDK2AP1	U-2 OS (parental)
14	50053003	14	50150411	RPS29	POLE2	U-2 OS (parental)
10	88123698	10	88260500	GRID1	WAPAL	U-2 OS (parental)
12	6644027	2	111398782	GAPDH	BUB1	U-2 OS (parental)
9	134305646	3	183772509	PRRC2B	HTR3C	OvCA433
14	50146443	6	84665017	POLE2	CYB5R4	H1770
1	154523873	1	151158426	UBE2Q1	VPS72	Skmel5
4	162376156	11	68660461	FSTL5	MRPL21	Skmel5
1	154192312	1	155226210	C1orf43	SCAMP3	Skmel5
7	66270383	6	3019713	RABGEF1	NQO2	Skmel2
17	37026511	17	37785423	LASP1	PPP1R1B	Skmel2
1	33116034	1	33246746	ZBTB8OS	YARS	SK-MEL-28
12	27872801	12	27450643	MRPS35	STK38L	SK-MEL-28
1	51984871	12	65078567	EPS15	RASSF3	SK-MEL-28
7	101559505	1	22417921	CUX1	CDC42	SK-MEL-28
12	54062932	2	176043130	ATP5G2	ATP5G3	RPMI-7951
5	138378309	5	138253431	SIL1	CTNNA1	HT144
13	94958377	15	41058025	GPC6	GCHFR	HT144
1	182993269	1	110116359	LAMC1	GNAI3	HS940T
7	127569382	21	17191017	SND1	USP25	928 MEL
20	2969120	20	31767410	PTPRA	BPIFA2	928 MEL
12	6772231	12	7531894	ING4	CD163L1	928 MEL
1	45923236	1	26104596	TESK2	MAN1C1	888
2	152279556	2	150294152	RIF1	LYPD6	624 mel
18	21946856	6	33240405	OSBPL1A	RPS18	624 mel
3	48040128	3	47632327	MAP4	SMARCC1	624 mel
1	46295253	1	46032241	MAST2	AKR1A1	537 MEL
21	42609656	7	34997682	BACE2	DPY19L1	537 MEL
13	114175048	11	66393932	TMCO3	RBM14	SW1990
17	35804870	X	31341775	TADA2A	DMD	SW1990
19	33535155	12	39071356	RHPN2	CPNE8	Su86.86
19	39660397	19	40275167	PAK4	LEUTX	Su86.86
20	62896782	20	62658335	PCMTD2	PRPF6	Patu 8988T
3	139108390	20	37161373	COPB2	RALGAPB	Patu 8988T
19	12821435	19	14094407	TNPO2	RFX1	Patu 8902
11	33120236	11	32608558	CSTF3	EIF3M	Patu 8902
4	99182720	13	73649846	RAP1GDS1	KLF5	Panc 08.13
6	74227753	19	19031389	EEF1A1	DDX49	Panc 05.04
12	104733051	5	170818710	TXNRD1	NPM1	Panc 03.27
1	38018246	1	38027682	SNIP1	DNALI1	Panc 03.27
3	62177327	19	40512003	PTPRG	ZNF546	Panc 03.27
4	158043549	4	151358016	GLRB	LRBA	Panc 03.27
2	113410375	2	113330139	SLC20A1	POLR1B	MiaPaca 2
5	162932755	5	162896647	MAT2B	HMMR	MiaPaca 2
2	36668643	2	237272622	CRIM1	IQCA1	MiaPaca 2
2	54365885	X	54839378	ACYP2	MAGED2	MiaPaca 2
17	57728677	17	57987923	CLTC	RPS6KB1	KP4
2	182760806	2	182926169	SSFA2	PPP1R1C	HupT3
19	16232620	8	39550119	RAB8A	ADAM18	HupT3
17	60705281	17	62857091	MRC2	LRRC37A3	HupT3
17	61700123	17	62857091	MAP3K3	LRRC37A3	HupT3
17	62175481	17	62602758	ERN1	SMURF2	HupT3
11	31671769	11	31455117	ELP4	IMMP1L	HupT3
17	44720625	8	119209971	NSF	SAMD12	HPAF II
8	71033537	8	51569469	NCOA2	SNTG1	CFPAC
7	99104081	10	96341083	ZKSCAN5	HELLS	Capan1
13	46616299	15	64367736	ZC3H13	FAM96A	Capan1
2	45879587	2	27594136	PRKCE	SNX17	Capan1
20	50133323	20	55940412	NFATC2	RAE1	AsPc1
7	98991742	7	98998047	ARPC1B	PDAP1	AsPc1
17	4210316	17	3913051	UBE2G1	ZZEF1	SKOV3
15	41137227	14	62213652	SPINT1	HIF1A	SKOV3
2	238664830	2	238462209	LRRFIP1	MLPH	SKOV3
5	15616181	5	14270934	FBXL7	TRIO	Ovcar8
1	51425439	1	51946986	FAF1	EPS15	Ovcar8
19	35741562	19	35523432	LSR	SCN1B	Ovcar4
19	6684399	2	61475818	C3	USP34	Ovcar4
1	150960817	1	153984846	ANXA9	NUP210L	Ovcar4
3	40524195	3	64644467	ZNF619	ADAMTS9	OAW42
13	20304379	13	21557945	PSPC1	LATS2	OAW42
10	735434	10	7327916	DIP2C	SFMBT2	OAW42
2	32859072	2	32828073	TTC27	BIRC6	OAW28
6	86267694	8	26196406	SNX14	PPP2R2A	OAW28
3	48040128	16	88968064	MAP4	CBFA2T3	OAW28
18	21333776	18	20562181	LAMA3	RBBP8	OAW28
11	102076805	11	95826681	YAP1	MAML2	ES2-TO
3	9792107	8	144669022	OGG1	EEF1D	ES2-TO
6	20846409	2	191520703	CDKAL1	NAB1	ES2-TO
12	32260478	19	45889438	BICD1	PPP1R13L	Dor13
X	18338452	X	19564168	SCML2	SH3KBP1	CA-OV3
6	160450687	6	159146535	IGF2R	SYTL3	CA-OV3
15	76209735	15	76191768	FBXO22	UBE2Q2	CA-OV3
1	16474873	1	16583254	EPHA2	FBXO42	CA-OV3
12	31566370	20	44047492	DENND5B	PIGT	CA-OV3
17	7801420	17	7724561	CHD3	DNAH2	CA-OV3
8	48203726	8	130867993	KIAA0146	FAM49B	59M
11	76804859	11	67375867	CAPN5	NDUFV1	59M
2	65659096	2	65492177	SPRED2	ACTR2	WSU-NHL
9	37126939	9	37486700	ZCCHC7	POLR1E	WSU-FSCCL
3	123247233	7	75228565	PTPLB	HIP1	WSU-DLCL2
18	46783380	18	51731527	DYM	MBD2	WSU-DLCL2
9	112811135	17	79478134	AKAP2	ACTG1	WSU-DLCL2
16	16043656	16	50373997	ABCC1	BRD7	WSU-DLCL2
12	56607742	12	56680429	RNF41	CS	U2932
1	53701249	1	76194086	MAGOH	ACADM	SU-DHL-8
15	90934105	15	91528055	IQGAP1	PRC1	SU-DHL-8
1	235490229	3	187440389	ARID4B	BCL6	SU-DHL-4
12	25249978	12	23887686	LRMP	SOX5	SU-DHL-16
X	122840708	8	125716432	THOC2	MTSS1	SU-DHL-10
5	170818803	2	29446394	NPM1	ALK	SU-DHL-1
5	176402397	5	176662822	UIMC1	NSD1	SCC-3
3	100463775	2	29446394	TFG	ALK	SCC-3
21	45105670	21	45502669	RRP1B	TRAPPC10	RL
11	9685825	11	9597435	SWAP70	WEE1	RC-K8
8	126114729	18	44683908	NSMCE2	IER3IP1	Pfeiffer
1	9833330	12	6602138	CLSTN1	MRPL51	OCI-LY19
9	5465606	9	967985	CD274	DMRT1	OCI-Ly10
18	54346669	18	57147470	WDR7	CCBE1	Namalwa
7	158684024	13	111935486	WDR60	ARHGEF7	Namalwa
2	233626146	3	45823715	GIGYF2	SLC6A20	Namalwa
12	46125097	12	44693363	ARID2	TMEM117	Namalwa
12	125348141	1	201104943	SCARB1	TMEM9	MHH-PREB-1
3	12650732	2	65488381	RAF1	ACTR2	KARPAS-1106P
11	64563745	11	64604491	MAP4K2	CDC42BPG	KARPAS-1106P
2	69627496	7	138268595	NFU1	TRIM24	EB-3
7	63797360	6	170704575	ZNF736	FAM120B	DOHH2
5	130500788	5	130883883	HINT1	RAPGEF6	DOHH2
21	35288032	1	40536508	ATP5O	CAP1	CA46
11	118353210	17	57741203	MLL	CLTC	BJAB
1	155039916	1	155294636	EFNA4	RUSC1	A3/Kawakami
16	78198186	16	78005747	WWOX	VAT1L	SK-MES-1
1	52398990	1	52507269	RAB3B	TXNDC12	RERF-LC-MS
12	69096564	12	69047892	NUP107	RAP1B	RERF-LC-MS
18	21357583	12	120760120	LAMA3	PLA2G1B	RERF-LC-MS
16	89656359	16	89628743	CPNE7	RPL13	RERF-LC-MS
6	150094305	6	150016357	PCMT1	LATS1	NCI-H1838
1	10555378	1	10477433	PEX14	PGD	NCI-H1793
16	69600277	16	69350128	NFAT5	VPS4A	NCI-H1793
12	56119597	19	17688170	CD63	GLT25D1	NCI-H1793
12	64609458	12	125900077	C12orf66	TMEM132B	NCI-H1793
9	124110293	9	124752049	STOM	TTLL11	NCI-H1568
11	67197066	11	66947550	RPS6KB2	KDM2A	NCI-H1435
11	82571019	11	77672184	PRCP	INTS4	NCI-H1435
8	37597964	8	56652777	ERLIN2	TMEM68	NCI-H1435
17	42941023	17	43196410	EFTUD2	PLCD3	NCI-H1048
12	120703420	12	120763823	PXN	PLA2G1B	HCC-15
18	33606863	8	48707062	RPRD1A	PRKDC	H1792
17	45742524	4	59323	KPNB1	ZNF595	H1693
4	15018902	4	15554781	CPEB2	CC2D2A	H1693
1	54348786	1	54513045	YIPF1	TMEM59	H1573
2	75187273	2	75101393	POLE4	HK2	H1573
1	19553807	1	19671746	KIAA0090	CAPZB	H1573
1	16474873	1	16535578	EPHA2	ARHGEF19	H1573
7	92210820	7	92252400	FAM133B	CDK6	H1373
11	102076805	11	107904528	YAP1	CUL5	EKVX
3	101293123	3	100451352	PCNP	TFG	EKVX
11	78270585	11	102650476	NARS2	MMP10	EKVX
11	108594189	11	107904528	DDX10	CUL5	EKVX
2	159922483	2	159488265	TANC1	PKP4	EBC-1
15	52587807	15	49217146	MYO5C	SHC4	EBC-1
2	197021163	2	197092978	STK17B	HECW2	Calu-6
11	121485764	13	101077887	SORL1	PCCA	Calu-6
6	24486303	6	24502751	GPLD1	ALDH5A1	Calu-3
1	174200493	1	173725062	RABGAP1L	KLHL20	A-427
6	149854594	6	149925918	PPIL4	KATNA1	A-427
11	71195493	11	68478517	NADSYN1	MTL5	A-427
17	1395707	17	1481617	MYO1C	SLC43A2	A-427
1	25072116	1	24972475	CLIC4	SRRM1	A-427
22	32097642	17	61914597	PRR14L	SMARCD2	OKAJIMA
13	45694856	16	74415414	GTF2F2	NPIPL2	OKAJIMA
7	92219582	7	92300849	FAM133B	CDK6	OKAJIMA
19	10982598	19	10886379	CARM1	DNM2	OKAJIMA
5	142311690	5	54771278	ARHGAP26	PPAP2A	OKAJIMA
3	47437707	3	47552716	PTPN23	C3orf75	T84
19	33113328	19	33324229	ANKRD27	SLC7A9	T84
13	96377506	13	42465723	DNAJC3	KIAA0564	SW403
10	104019873	12	123246734	GBF1	DENR	SW1116
4	151826990	4	152043359	LRBA	SH3D19	SK-CO-1
16	67100701	16	66847749	CBFB	NAE1	SK-CO-1
7	98030114	20	54575903	BAIAP2L1	CBLN4	SK-CO-1
1	154142876	1	156844363	TPM3	NTRK1	KM-12
1	110551767	6	31503262	AHCYL1	DDX39B	COLO 741
14	35465993	14	59988394	SRP54	C14orf38	COLO 320DM
1	150337395	1	150621224	RPRD2	GOLPH3L	COLO 320DM
1	150198940	1	150636239	ANP32E	GOLPH3L	COLO 320DM
7	23561326	7	21882162	TRA2A	DNAH11	CL-34
18	19763004	18	28934260	GATA6	DSG1	CL-11
6	116439108	6	116289902	NT5DC1	FRK	C170
6	116288714	6	116542217	FRK	NT5DC1	C170
8	116631359	17	37034339	TRPS1	LASP1	ZR-75-30
17	58711338	8	140744445	PPM1D	TRAPPC9	ZR-75-30
17	58678247	8	95416467	PPM1D	RAD54B	ZR-75-30
17	62502194	8	120940640	DDX5	DEPTOR	ZR-75-30
1	27024031	1	27608730	ARID1A	WDTC1	UACC-812
1	243809195	17	3585272	AKT3	P2RX5	UACC-812
20	36561991	20	36488301	VSTM2L	CTNNBL1	SK-BR-3
8	125551266	17	38062524	TATDN1	GSDMB	SK-BR-3
3	4418014	3	37170640	SUMF1	LRRFIP2	SK-BR-3
17	76778284	8	117671219	CYTH1	EIF3H	SK-BR-3
18	60217693	18	59972647	ZCCHC2	KIAA1468	MFM-223
5	176761285	10	76780340	LMAN2	KAT6B	MFM-223
10	123298106	10	123503373	FGFR2	ATE1	MFM-223
1	224302098	1	159021469	FBXO28	IFI16	MFM-223
11	75694557	11	75431037	UVRAG	MOGAT2	MDA-MB-436
15	41854916	15	41762455	TYRO3	RTF1	MDA-MB-436
9	131329256	9	131296040	SPTAN1	GLE1	MDA-MB-436
22	24953768	22	24917954	SNRPD3	UPB1	MDA-MB-436
8	104513290	8	104075183	RIMS2	ATP6V1C1	MDA-MB-436
10	89653866	10	120933384	PTEN	PRDX3	MDA-MB-436
16	83991343	16	83520082	OSGIN1	CDH13	MDA-MB-436
3	158520104	3	158178724	MFSD1	RSRC1	MDA-MB-436
12	117175595	15	25940293	C12orf49	ATP10A	MDA-MB-436
10	105648830	10	86185487	OBFC1	FAM190B	MDA-MB-415
17	36508915	11	27680132	SOCS7	BDNF	MDA-MB-330
17	35631084	17	35981565	ACACA	DDX52	MDA-MB-330
2	100050794	6	44971529	REV1	SUPT3H	MDA-MB-231
14	92268598	14	92361416	TC2N	FBLN5	MDA-MB-157
16	23159959	13	21013893	USP31	CRYL1	MCF-7
17	61151375	17	58232675	TANC2	CA4	MCF-7
20	60639507	17	59926617	TAF4	BRIP1	MCF-7
19	11097269	19	11015627	SMARCA4	CARM1	MCF-7
1	108703804	1	109013219	SLC25A24	NBPF6	MCF-7
17	57992064	17	57917129	RPS6KB1	VMP1	MCF-7
3	50036946	16	75276988	RBM6	BCAR1	MCF-7
19	17213367	19	17881234	MYO9B	FCHO1	MCF-7
20	15210707	14	96552848	MACROD2	C14orf132	MCF-7
12	120628101	12	120785317	GCN1L1	MSI1	MCF-7
5	59934577	5	60053472	DEPDC1B	ELOVL7	MCF-7
16	19603196	16	19867809	C16orf62	IQCK	MCF-7
17	59445855	1	120337308	BCAS3	REG4	MCF-7
20	47538547	20	46365686	ARFGEF2	SULF2	MCF-7
1	110527794	17	56811479	AHCYL1	RAD51C	MCF-7
12	80211174	2	110343415	PPP1R12A	SEPT10	KPL-4
9	139438476	9	134062676	NOTCH1	NUP214	KPL-4
1	215260021	17	65574302	KCNK2	PITPNC1	KPL-4
9	115478741	9	123719646	C9orf80	C5	KPL-4
5	72196900	5	70888753	TNPO1	MCCC2	JIMT-1
16	88815792	16	88968064	PIEZO1	CBFA2T3	JIMT-1
15	40708561	15	40678563	IVD	C15orf23	JIMT-1
1	89352944	1	45799233	GTF2B	MUTYH	JIMT-1
14	76045984	14	76012805	FLVCR2	BATF	JIMT-1
3	58067503	3	57893611	FLNB	SLMAP	JIMT-1
2	97784254	2	97613639	ANKRD36	FAM178B	JIMT-1
1	150195512	2	232577153	ANP32E	PTMA	HCC70
6	145142154	6	43638526	UTRN	RSPH9	HCC38
3	23929190	1	86315089	UBE2E1	COL24A1	HCC38
11	102319543	11	102480761	TMEM123	MMP20	HCC38
3	48665379	3	48828060	SLC26A6	PRKAR2A	HCC38
11	111959735	11	111933130	SDHD	DLAT	HCC38
15	77092589	15	83781549	SCAPER	TM6SF1	HCC38
19	50185322	19	50176955	PRMT1	BCL2L12	HCC38
2	46313501	2	9028203	PRKCE	MBOAT2	HCC38
9	21854869	4	30921775	MTAP	PCDH7	HCC38
2	9022641	2	46372232	MBOAT2	PRKCE	HCC38
4	6843931	4	6698620	KIAA0232	S100P	HCC38
16	30020317	16	30133327	DOC2A	MAPK3	HCC38
1	94047858	1	94490604	BCAR3	ABCA4	HCC38
1	180382501	1	218504290	ACBD6	RRP15	HCC38
17	58422842	17	26499543	USP32	NLK	HCC2218
1	174781098	1	180399397	RABGAP1L	ACBD6	HCC2218
17	59996761	17	58011531	INTS2	RPS6KB1	HCC2218
9	215029	9	135030	DOCK8	CBWD1	HCC2218
5	68531280	5	138650364	CDK7	MATR3	HCC2218
3	138423285	1	224415372	PIK3CB	NVL	HCC202
3	45996741	11	534375	FYCO1	HRAS	HCC202
6	126319830	6	126199409	TRMT11	NCOA7	HCC1954
2	202337799	2	203162102	STRADB	NOP58	HCC1954
8	133816985	8	119209971	PHF20L1	SAMD12	HCC1954
9	5535050	18	34380274	PDCD1LG2	TPGS2	HCC1954
4	174225269	2	148716435	GALNT7	ORC4	HCC1954
21	40584592	21	38269431	BRWD1	HLCS	HCC1954
1	61554352	11	34673089	NFIA	EHF	HCC1937
21	27394156	21	27938687	APP	CYYR1	HCC1937
12	863490	2	180853371	WNK1	CWC22	HCC1806
5	171614891	5	180666582	STK10	GNB2L1	HCC1806
3	53137969	16	21982846	RFT1	UQCRC2	HCC1806
11	48002560	11	58331674	PTPRJ	LPXN	HCC1806
11	65047097	11	64975526	POLA2	CAPN1	HCC1806
10	126097111	20	33027960	OAT	ITCH	HCC1599
17	74093877	17	76705814	EXOC7	CYTH1	HCC1599
17	42960461	1	144994701	EFTUD2	PDE4DIP	HCC1599
17	76778284	17	74340818	CYTH1	PRPSAP1	HCC1599
8	141231558	10	50227820	TRAPPC9	VSTM4	HCC1569
8	18871073	8	19266205	PSD3	CSGALNACT1	HCC1569
4	41526495	4	41262664	LIMCH1	UCHL1	HCC1569
19	1646354	19	1854759	TCF3	KLF16	HCC1500
X	46472724	5	125885985	SLC9A7	ALDH7A1	HCC1500
1	76253289	1	76205665	RABGGTB	ACADM	HCC1500
1	50162985	1	50957473	AGBL4	FAF1	HCC1500
17	49067811	17	47587774	SPAG9	NGFR	HCC1428
21	43979199	21	43697005	SLC37A1	ABCG1	HCC1428
15	85620018	15	85461755	PDE8A	SLC28A1	HCC1428
17	47584020	17	49067233	NGFR	SPAG9	HCC1428
19	12774517	19	12923897	MAN2B1	RNASEH2A	HCC1428
10	120840140	10	120934104	EIF3A	PRDX3	HCC1428
9	123307992	9	123385033	CDK5RAP2	MEGF9	HCC1428
9	130191199	9	129796710	ZNF79	RALGPS1	HCC1419
15	41191196	15	41104897	VPS18	ZFYVE19	HCC1419
9	136804225	9	131076168	VAV2	TRUB2	HCC1419
8	145669265	20	62273652	TONSL	STMN3	HCC1419
13	47127838	11	71166156	LRCH1	NADSYN1	HCC1419
8	117861185	8	118842588	RAD21	EXT1	HCC1395
2	160832579	2	161159998	PLA2R1	RBMS1	HCC1395
1	19282162	1	21072149	IFFO2	HP1BP3	HCC1395
14	53138348	14	53348187	ERO1L	FERMT2	HCC1395
19	39123318	6	46607405	EIF3K	CYP39A1	HCC1395
5	146792171	5	146971249	DPYSL3	JAKMIP2	HCC1395
3	48482038	3	47859512	CCDC72	DHX30	HCC1395
9	131084579	3	179319578	TRUB2	MRPL47	HCC1187
19	50381498	19	50173473	TBC1D17	BCL2L12	HCC1187
20	30816258	20	30730785	POFUT1	TM9SF4	HCC1187
3	129297172	3	129390107	PLXND1	TMCC1	HCC1187
1	204495562	7	33055482	MDM4	NT5C3	HCC1187
19	51451896	10	73501451	KLK5	CDH23	HCC1187
15	86028984	15	85607601	AKAP13	PDE8A	HCC1187
8	6599272	8	6500515	AGPAT5	MCPH1	HCC1187
18	20889644	20	30132750	TMEM241	HM13	HCC1143
17	65103285	7	43519209	HELZ	HECW1	HCC1143
13	111009899	11	78282489	COL4A2	NARS2	HCC1143
1	40747199	1	40535831	ZMPSTE24	CAP1	EVSA-T
1	45887397	1	47650769	TESK2	PDZK1IP1	EFM-192A
20	47244399	20	47621607	PREX1	ARFGEF2	EFM-192A
9	27455131	9	27172614	MOB3B	TEK	EFM-192A
5	59995873	11	43852526	DEPDC1B	HSD17B12	EFM-192A
1	52698948	1	78178966	ZFYVE9	USP33	EFM-19
3	119165865	3	170584313	TMEM39A	RPL22L1	EFM-19
19	47233989	19	47342835	STRN4	AP2S1	EFM-19
1	157963518	1	52703160	KIRREL	ZFYVE9	EFM-19
2	201852985	2	196544756	FAM126B	SLC39A10	EFM-19
7	116593745	7	151372723	ST7	PRKAG2	CAMA-1
9	140638542	9	137642388	EHMT1	COL5A1	CAMA-1
9	95142141	4	91844521	CENPP	FAM190A	CAL-148
8	124105982	1	229613507	WDR67	NUP133	CAL-120
2	241938467	2	196621009	SNED1	DNAH7	CAL-120
19	46196814	19	10363073	QPCTL	MRPL4	CAL-120
12	59313781	12	69202988	LRIG3	MDM2	CAL-120
16	29828613	16	68835573	C16orf53	CDH1	CAL-120
12	42491244	12	42792656	GXYLT1	PPHLN1	BT-549
19	1969958	19	1917693	CSNK1G2	SCAMP4	BT-483
20	56964573	17	37934020	VAPB	IKZF3	BT-474
20	33665849	17	36478009	TRPC4AP	MRPL45	BT-474
17	57161363	17	34863351	TRIM37	MYO19	BT-474
17	57232492	17	34863351	SKA2	MYO19	BT-474
17	57970686	17	47021337	RPS6KB1	SNF8	BT-474
20	34243124	20	43804502	RBM12	PI3	BT-474
17	37607291	17	53218671	MED1	STXBP4	BT-474
3	33055548	3	32483332	GLB1	CMTM7	BT-474
17	35479453	17	37374426	ACACA	STAC2	BT-474
2	131878551	2	131785518	PLEKHB2	ARHGEF4	BT-20
12	50615804	17	20931987	LIMA1	USP22	BT-20
4	52765544	13	33095586	DCUN1D4	N4BP2L2	BT-20
9	130939845	9	130912517	CIZ1	LCN2	BT-20
4	39700010	4	39929784	UBE2K	PDS5A	SUP-B15
22	23524426	9	133729451	BCR	ABL1	SUP-B15
9	133589842	22	23595986	ABL1	BCR	SUP-B15
