fusionGenePair	tumorAnnotations
ADAMTS9::ULK4	Adenocarcinoma
ADAMTSL1::ERV3-1	Squamous cell carcinoma
ADAMTSL1::UHRF2	Adenocarcinoma
ADAMTSL1::WNT5B	Malignant melanoma
ADAMTSL2::MAPKAP1	Squamous cell carcinoma
ADAP1::COX19	Adenocarcinoma
ADAP1::GET4	Adenocarcinoma
ADAP1::MAD1L1	Transitional cell carcinoma
ADAP1::METTL2B	Adenocarcinoma
ADAP1::NDUFAF6	Adenocarcinoma
ADAP1::NOC4L	Adenocarcinoma
ADAP1::SUN1	Squamous cell carcinoma
ADAP2::USP36	Adenocarcinoma
ADAR::CCT5	Adenocarcinoma
ADAR::GPATCH4	Adenocarcinoma
ADAR::KRTCAP2	Adenocarcinoma
ADAR::LYPD8	Adenocarcinoma
ADAR::UBE2J2	Adenocarcinoma
ADAT1::KARS1	Squamous cell carcinoma
ADAT2::VTA1	Malignant melanoma
ADAT3::DAZAP1	Transitional cell carcinoma
ADCK1::SLIRP	Adenocarcinoma
ADCK2::DPP6	Adenocarcinoma
ADCK2::SLC26A4	Adenocarcinoma
ADCK2::TBXAS1	Adenocarcinoma
ADCK5::CPSF1	Malignant epithelial tumor, special type
ADCK5::HSF1	Malignant melanoma
ADCK5::INPP5B	Adenocarcinoma
ADCK5::MROH1	Squamous cell carcinoma
ADCY10::MPC2	Adenocarcinoma
ADCY1::EYA4	Adenocarcinoma
ADCY1::HNRNPA2B1	Adenocarcinoma
ADCY2::CASC3	Squamous cell carcinoma
ADCY2::CLPTM1L	Malignant melanoma
ADCY2::PARP8	Malignant melanoma
ADCY2::RPAP2	Transitional cell carcinoma
ADCY2::SAMM50	Malignant melanoma
ADCY2::TERT	Malignant melanoma
ADCY3::HADHA	Squamous cell carcinoma
ADCY3::TP53I3	Adenocarcinoma
ADCY5::HACD2	Adenocarcinoma
ADCY7::NUTM1	Skin | Acute myeloid leukemia, NOS
ADCY9::CDIP1	Adenocarcinoma
ADCY9::CLUAP1	Adenocarcinoma
ADCY9::FAHD1	Adenocarcinoma
ADCY9::GLYR1	Adenocarcinoma
ADCY9::JADE3	Adenocarcinoma
ADCY9::NLRC3	Malignant epithelial tumor, special type
ADCY9::NMRAL1	Astrocytoma, grade I-II
ADCY9::PAM16	Adenocarcinoma
ADCY9::PRKCB	Squamous cell carcinoma
ADCY9::PRSS27	Adenocarcinoma
ADCY9::RASSF8	Astrocytoma, grade I-II
ADCY9::RIPOR3	Adenocarcinoma
ADCY9::RMI2	Adenocarcinoma
ADCY9::SPART	Mesenchymal tumor, NOS
ADCY9::SRL	Adenocarcinoma
ADCY9::TEAD4	Astrocytoma, grade I-II
ADCY9::TFAP4	Transitional cell carcinoma
ADCY9::VASN	Astrocytoma, grade I-II
ADCYAP1R1::AQP1	Astrocytoma, grade I-II
ADCYAP1R1::GHRHR	Malignant epithelial tumor, special type
ADCYAP1R1::GSDME	Astrocytoma, grade I-II
ADCYAP1R1::TYK2	Astrocytoma, grade I-II
ADD1::ADK	Squamous cell carcinoma
ADD1::ATP2B4	Astrocytoma, grade I-II
ADD1::FAM193A	Squamous cell carcinoma | Adenocarcinoma
ADD1::PCGF3	Adenocarcinoma
ADD1::SH3BP2	Adenocarcinoma
ADD2::ANTXR1	Adenocarcinoma
ADD2::C2ORF42	Astrocytoma, grade III-IV/Glioblastoma
ADD3::AFAP1L2	Adenocarcinoma
ADD3::OGT	Astrocytoma, grade I-II
ADD3::SIRT1	Adenocarcinoma
ADD3::XPNPEP1	Adenocarcinoma
ADGRA2::GSR	Transitional cell carcinoma
ADGRA3::ERBB2	Adenocarcinoma
ADGRA3::KCNIP4	Adenocarcinoma
ADGRB1::EXT1	Astrocytoma, grade I-II
ADGRB2::HS3ST4	Astrocytoma, grade III-IV/Glioblastoma
ADGRB2::PTP4A2	Adenocarcinoma
ADGRB2::SPOCD1	Adenocarcinoma
ADGRB3::CFHR1	Malignant melanoma
ADGRE5::EPS15L1	Adenocarcinoma
ADGRE5::IGL	Multiple myeloma
ADGRF1::MEP1A	Transitional cell carcinoma
ADGRF1::TNFRSF21	Transitional cell carcinoma
ADGRF1::TRERF1	Adenocarcinoma
ADGRF3::IFT172	Transitional cell carcinoma
ADGRF4::CALR	Adenocarcinoma
ADGRF5::ADGRF1	Adenocarcinoma
ADGRF5::MEP1A	Adenocarcinoma
ADGRG1::GINS3	Transitional cell carcinoma
ADGRG1::MT1F	Adenocarcinoma
ADGRG2::MAP3K15	Adenocarcinoma
ADGRG6::CLSTN2	Adenocarcinoma
ADGRG6::GJE1	Adenocarcinoma
ADGRG6::VTA1	Adenocarcinoma
ADGRG7::LNP1	Adenocarcinoma
ADGRG7::TFG	Acute myeloblastic leukemia without maturation (FAB type M1) | Acute myeloid leukemia, NOS | Diffuse large B-cell lymphoma | Skin
ADGRL1::LGALS4	Adenocarcinoma
ADGRL1::PODNL1	Adenocarcinoma
ADGRL1::TRIR	Adenocarcinoma
ADGRL2::AK5	Adenocarcinoma
ADGRL3::AMTN	Adenocarcinoma
ADGRL3::BBS9	Squamous cell carcinoma
ADGRL3::DBX2	Astrocytoma, grade I-II
ADGRL3::GPM6A	Astrocytoma, grade I-II
ADGRL3::PGLYRP2	Transitional cell carcinoma
ADGRL3::PPP3CA	Adenocarcinoma
ADGRL3::ST3GAL5	Astrocytoma, grade I-II
ADGRV1::ALK	Adenocarcinoma
ADGRV1::ATR	Adenocarcinoma
ADGRV1::CLPTM1L	Adenocarcinoma
ADGRV1::POLR3G	Adenocarcinoma
ADH1B::CES1	Adenocarcinoma
ADH7::CXCR5	Squamous cell carcinoma
ADI1::DPY30	Adenocarcinoma
ADI1::KHDRBS3	Adenocarcinoma
ADI1::ZFP91	Adenocarcinoma
ADIPOR1::CYB5R1	Adenocarcinoma
ADIPOR1::RGS8	Adenocarcinoma
ADIPOR2::CACNA2D4	Adenocarcinoma
ADIPOR2::CASK	Adenocarcinoma
ADIPOR2::DCP1B	Transitional cell carcinoma
ADIPOR2::ERC1	Adenocarcinoma
ADIPOR2::FAM72B	Adenocarcinoma
ADIPOR2::FOXJ2	Adenocarcinoma
ADIPOR2::NINJ2	Adenocarcinoma
ADIPOR2::SLC2A13	Mesenchymal tumor, NOS
ADIPOR2::ST8SIA1	Adenocarcinoma
ADIPOR2::WNT5B	Adenocarcinoma
ADIRF::SNW1	Adenocarcinoma
ADK::FAM149B1	Adenocarcinoma
ADK::KAT6B	Adenocarcinoma
ADK::KCNMA1	Adenocarcinoma
ADK::LRMDA	Adenocarcinoma
ADK::LRRTM3	Adenocarcinoma
ADK::PI4K2A	Adenocarcinoma
ADK::RPP38	Adenocarcinoma
ADK::SIRT1	Adenocarcinoma
ADK::SPTAN1	Adenocarcinoma
ADK::TAF1D	Squamous cell carcinoma
ADK::TTC23	Adenocarcinoma
ADM2::PPP6R2	Adenocarcinoma
ADNP2::L3MBTL4	Adenocarcinoma
ADNP2::PARD6G	Astrocytoma, grade I-II
ADNP2::SLC66A2	Adenocarcinoma
ADNP::BMP7	Malignant melanoma
ADNP::DDX27	Adenocarcinoma
ADNP::DLGAP4	Squamous cell carcinoma
ADNP::DPM1	Adenocarcinoma
ADNP::GHRH	Adenocarcinoma
ADNP::KCNG1	Adenocarcinoma
ADNP::MMP24	Adenocarcinoma
ADNP::MROH8	Adenocarcinoma
ADNP::NFATC2	Adenocarcinoma
ADNP::PCIF1	Squamous cell carcinoma
ADNP::SCCPDH	Adenocarcinoma
ADNP::SLPI	Adenocarcinoma
ADNP::SYCP2	Adenocarcinoma
ADNP::ZNF841	Adenocarcinoma
ADORA2A::NTRK2	Glioma, NOS
ADORA2B::PIGL	Transitional cell carcinoma
ADORA2B::SYN3	Transitional cell carcinoma
ADORA2B::TIMP3	Transitional cell carcinoma
ADPGK::BBS4	Squamous cell carcinoma
ADPRHL1::TFDP1	Adenocarcinoma
ADPRS::SHPK	Adenocarcinoma
ADRA1A::YIPF7	Adenocarcinoma
ADRM1::ANKRD28	Malignant epithelial tumor, special type
ADRM1::CCT5	Adenocarcinoma
ADSL::CDH18	Adenocarcinoma
ADSL::MRTFA	Adenocarcinoma
ADSL::PVALB	Adenocarcinoma
ADSL::SGSM3	Nonneoplastic epithelial disorder/lesion | Nonneoplastic hematologic disorder/lesion
ADSL::TNRC6B	Adenocarcinoma
ADSS2::AZIN1	Astrocytoma, grade I-II
ADSS2::BPNT1	Malignant melanoma
ADSS2::CAPRIN2	Mesenchymal tumor, NOS
ADSS2::SERTAD4	Adenocarcinoma
AEBP1::ANKS1A	Adenocarcinoma
AEBP1::CSRP1	Malignant melanoma
AEBP1::NDUFV1	Adenocarcinoma
AEBP1::SLC38A5	Mesenchymal tumor, NOS
AEBP1::THRA	Adenocarcinoma
AEBP2::FLYWCH2	Astrocytoma, grade I-II
AEBP2::GYS2	Squamous cell carcinoma
AEBP2::LMO3	Mesenchymal tumor, NOS
AEBP2::PIK3C2G	Squamous cell carcinoma
AEBP2::PLEKHA5	Adenocarcinoma
AEBP2::PRLR	Malignant melanoma
AEBP2::ST8SIA1	Malignant melanoma
AFAP1::ABLIM2	Adenocarcinoma
AFAP1::AKR1C1	Astrocytoma, grade I-II
AFAP1::EVC2	Adenocarcinoma
AFAP1::KAT6B	Astrocytoma, grade III-IV/Glioblastoma
AFAP1::KCNIP4	Adenocarcinoma
AFAP1::NTRK1	Astrocytoma, grade III-IV/Glioblastoma | Glioma, NOS
AFAP1::NTRK2	Astrocytoma, grade I-II
AFAP1::SLC45A1	Squamous cell carcinoma
AFAP1L2::ABLIM1	Adenocarcinoma
AFAP1L2::RET	Adenocarcinoma
AFDN::EXOC6B	Adenocarcinoma
AFDN::GMDS	Squamous cell carcinoma
AFDN::HMGCLL1	Adenocarcinoma
AFDN::KCNAB1	Adenocarcinoma
AFDN::KMT2A	Skin | Acute myeloid leukemia, NOS
AFDN::SASH1	Astrocytoma, grade I-II
AFDN::SYK	Adenocarcinoma
AFDN::TTLL2	Adenocarcinoma
AFDN::UNC93A	Adenocarcinoma
AFF1::C4orf36	Mesenchymal tumor, NOS
AFF1::CENATAC	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::DSCAML1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::ELF2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::FXYD6	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::GAST	Adenocarcinoma
AFF1::GPRIN3	Mesenchymal tumor, NOS
AFF1::HSPA8	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::KLHL8	Mesenchymal tumor, NOS
AFF1::KMT2A	Skin | Acute myeloid leukemia, NOS | Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::NUTM1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::PAQR3	Adenocarcinoma
AFF1::PBX1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::PTPN13	Squamous cell carcinoma
AFF1::RABGAP1L	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::RAD51B	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::RBFOX1	Adenocarcinoma
AFF1::SPATA13	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AFF1::WWOX	Mesenchymal tumor, NOS
AFF3::ASZ1	Adenocarcinoma
AFF3::BCL2	Follicular lymphoma
AFF3::HDAC5	Adenocarcinoma
AFF3::IL1B	Adenocarcinoma
AFF3::ITSN2	Astrocytoma, grade III-IV/Glioblastoma
AFF3::NPAS2	Adenocarcinoma
AFF3::PHF1	Myxofibrosarcoma
AFF3::TMEM182	Adenocarcinoma
AFF3::TMPRSS2	Adenocarcinoma
AFF3::ZNF658	Adenocarcinoma
AFF4::DTWD2	Adenocarcinoma
AFF4::FSTL4	Adenocarcinoma
AFF4::IRF1	Dendritic cell neoplasm
AFF4::KDM2B	Chronic lymphocytic leukemia
AFF4::LAMC3	Adenocarcinoma
AFF4::RPL34	Adenocarcinoma
AFF4::SNTG2	Adenocarcinoma
AFF4::SPATA21	Adenocarcinoma
AFG1L::ARMC2	Astrocytoma, grade I-II
AFG1L::MET	Adenocarcinoma
AFG1L::SNX3	Adenocarcinoma
AFG1L::ZUP1	Adenocarcinoma
AFG2A::CENPE	Adenocarcinoma
AFG2A::MMRN1	Adenocarcinoma
AFG2B::RUNX1	Refractory anemia with excess blasts-2
AFG3L2::ETV4	Adenocarcinoma
AFG3L2::LYZ	Transitional cell carcinoma
AFG3L2::TIAM1	Adenocarcinoma
AFM::AFP	Adenocarcinoma
AFM::ALB	Adenocarcinoma
AFMID::TMC8	Adenocarcinoma
AFMID::TNRC6C	Adenocarcinoma
AFP::ALB	Adenocarcinoma
AFP::SMC1A	Adenocarcinoma
AFTPH::C1D	Adenocarcinoma
AFTPH::ELF1	Adenocarcinoma
AFTPH::GLYATL3	Squamous cell carcinoma
AFTPH::SANBR	Astrocytoma, grade I-II
AFTPH::THRB	Adenocarcinoma
AGAP1::AANAT	Squamous cell carcinoma
AGAP1::ADAMTS2	Adenocarcinoma
AGAP1::ATG4B	Mesenchymal tumor, NOS
AGAP1::C1ORF115	Adenocarcinoma
AGAP1::C1orf115	Adenocarcinoma
AGAP1::CIR1	Adenocarcinoma
AGAP1::ERBB4	Adenocarcinoma
AGAP1::FGFR1	Mesenchymal tumor, special type
AGAP1::IFIH1	Adenocarcinoma
AGAP1::IGSF21	Astrocytoma, grade I-II
AGAP1::MATN2	Adenocarcinoma
AGAP1::NAA35	Adenocarcinoma
AGAP1::NTRK2	Glioma, NOS
AGAP1::PACRG	Adenocarcinoma
AGAP1::PINX1	Adenocarcinoma
AGAP1::RHOU	Adenocarcinoma
AGAP1::RINT1	Adenocarcinoma
AGAP1::SNX1	Mesenchymal tumor, NOS
AGAP1::SOX7	Adenocarcinoma
AGAP1::SP140L	Adenocarcinoma
AGAP1::SPATA6	Squamous cell carcinoma
AGAP1::TRHDE	Mesenchymal tumor, NOS
AGAP1::UBE2F	Squamous cell carcinoma
AGAP1::USP40	Squamous cell carcinoma
AGAP1::WDR11	Adenocarcinoma
AGAP1::ZC2HC1A	Adenocarcinoma
AGAP2::CNOT2	Mesenchymal tumor, NOS
AGAP2::CYP27B1	Astrocytoma, grade III-IV/Glioblastoma
AGAP2::KIF5A	Astrocytoma, grade III-IV/Glioblastoma
AGAP2::PGC	Mesenchymal tumor, NOS
AGAP2::RAB21	Mesenchymal tumor, NOS
AGAP2::TMEM67	Astrocytoma, grade III-IV/Glioblastoma
AGAP3::BRAF	Acinic cell carcinoma | Benign nevus | Malignant melanoma | Gastrointestinal stromal tumor | Undifferentiated carcinoma | Adenocarcinoma | Soft tissue tumor, special type
AGAP3::CREB5	Astrocytoma, grade III-IV/Glioblastoma
AGAP3::EXOSC9	Mesenchymal tumor, NOS
AGAP3::GIMAP1	Adenocarcinoma
AGAP3::GIMAP2	Adenocarcinoma
AGAP3::GRM3	Squamous cell carcinoma
AGAP3::MKLN1	Adenocarcinoma
AGAP3::RELN	Squamous cell carcinoma
AGAP3::SPP2	Adenocarcinoma
AGAP3::TG	Adenocarcinoma
AGBL1::NTRK3	Astrocytoma, grade III-IV/Glioblastoma
AGBL4::DTL	Adenocarcinoma
AGBL4::FAF1	Adenocarcinoma
AGBL4::NTRK2	Astrocytoma, grade III-IV/Glioblastoma
AGBL4::RET	Adenocarcinoma
AGFG1::CCDC169	Adenocarcinoma
AGFG1::FBXL14	Adenocarcinoma
AGFG1::MFF	Adenocarcinoma
AGFG1::TET3	Adenocarcinoma
AGFG2::ARPC1A	Adenocarcinoma
AGFG2::COPS6	Adenocarcinoma
AGFG2::GJC3	Adenocarcinoma
AGGF1::PDGFRB	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AGGF1::RAF1	Adenocarcinoma
AGK::BRAF	Astrocytoma, grade III-IV/Glioblastoma | Oligodendroglioma | Malignant melanoma | Adenocarcinoma | Soft tissue tumor, special type
AGK::DYNC2I1	Astrocytoma, grade III-IV/Glioblastoma
AGL::ARHGDIB	Adenocarcinoma
AGL::UBE4B	Adenocarcinoma
AGMO::MEOX2	Squamous cell carcinoma
AGMO::POU6F2	Adenocarcinoma
AGO2::CHRAC1	Adenocarcinoma
AGO2::CNBD1	Adenocarcinoma
AGO2::DNAH10	Astrocytoma, grade I-II
AGO2::DOCK5	Adenocarcinoma
AGO2::PCMTD1	Adenocarcinoma
AGO2::PTK2	Squamous cell carcinoma | Adenocarcinoma
AGO2::SAMD12	Adenocarcinoma
AGO2::TRAPPC9	Angiosarcoma
AGO3::PIK3CD	Adenocarcinoma
AGPAT1::HECA	Astrocytoma, grade I-II
AGPAT2::CDC42SE1	Adenocarcinoma
AGPAT3::AGO3	Adenocarcinoma
AGPAT3::APP	Adenocarcinoma
AGPAT3::ELK4	Adenocarcinoma
AGPAT3::KSR1	Adenocarcinoma
AGPAT3::NAALADL2	Adenocarcinoma
AGPAT3::PDE9A	Adenocarcinoma
AGPAT3::PDXK	Adenocarcinoma
AGPAT3::PFKL	Adenocarcinoma
AGPAT3::PRY	Astrocytoma, grade I-II
AGPAT3::RPS19	Adenocarcinoma
AGPAT3::RRP1	Adenocarcinoma
AGPAT3::SOAT2	Adenocarcinoma
AGPAT5::FDFT1	Adenocarcinoma
AGPAT5::KCNU1	Squamous cell carcinoma
AGPAT5::PRSS55	Adenocarcinoma
AGPAT5::TXNDC16	Undifferentiated carcinoma, small cell
AGPS::MOB4	Squamous cell carcinoma
AGPS::PDE11A	Adenocarcinoma
AGPS::ZNF385B	Adenocarcinoma
AGR2::ANKS1A	Adenocarcinoma
AGR2::ANXA1	Squamous cell carcinoma
AGR2::EIF2AK2	Adenocarcinoma
AGRN::BAD	Squamous cell carcinoma
AGRN::ISG15	Adenocarcinoma
AGRN::NDUFS5	Adenocarcinoma
AGRN::NOC4L	Squamous cell carcinoma
AGRN::NRG1	Malignant epithelial tumor, special type
AGRN::PLCH2	Astrocytoma, grade III-IV/Glioblastoma
AGRN::SIAE	Adenocarcinoma
AGRN::ZC3H18	Adenocarcinoma
AGRP::ATP6V0D1	Nonneoplastic epithelial disorder/lesion
AGTPBP1::BOLL	Adenocarcinoma
AGTPBP1::DAPK1	Mesenchymal tumor, NOS
AGTPBP1::NAA35	Acute erythroleukemia (FAB type M6)
AGTRAP::BRAF	Adenocarcinoma
AGTRAP::DHRS7	Adenocarcinoma
AHCTF1::ATP2B4	Adenocarcinoma
AHCTF1::NAAA	Adenocarcinoma
AHCTF1::SMYD3	Malignant melanoma | Squamous cell carcinoma
AHCTF1::TFB2M	Squamous cell carcinoma
AHCY::ACTR5	Squamous cell carcinoma
AHCY::RPLP1	Adenocarcinoma
AHCYL1::DENND2D	Adenocarcinoma
AHCYL1::GNAI3	Adenocarcinoma
AHCYL1::GSTM5	Adenocarcinoma
AHCYL1::LRRIQ3	Adenocarcinoma
AHCYL1::MAN1A2	Adenocarcinoma
AHCYL1::RAD51C	Adenocarcinoma
AHCYL2::IP6K2	Adenocarcinoma
AHCYL2::SND1	Adenocarcinoma
AHDC1::ALCAM	Adenocarcinoma
AHDC1::CACHD1	Malignant melanoma
AHDC1::DNAJC8	Malignant melanoma
AHDC1::IFI6	Adenocarcinoma
AHDC1::MORN1	Adenocarcinoma
AHDC1::NUP214	Adenocarcinoma
AHDC1::ST3GAL3	Malignant epithelial tumor, special type
AHDC1::TAF12	Adenocarcinoma
AHDC1::TMPO	Astrocytoma, grade III-IV/Glioblastoma
AHI1::C12ORF50	Malignant melanoma
AHI1::C12orf50	Malignant melanoma
AHI1::CHEK2	Adenocarcinoma
AHI1::HBS1L	Adenocarcinoma
AHI1::MYB	Adenocarcinoma
AHI1::TRB	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AHNAK2::CD244	Squamous cell carcinoma
AHNAK::BIRC6	Malignant melanoma
AHNAK::DPF2	Squamous cell carcinoma
AHNAK::EEF1G	Squamous cell carcinoma | Adenocarcinoma
AHNAK::EIF2AK2	Adenocarcinoma
AHNAK::INTS5	Adenocarcinoma
AHNAK::KLF2	Multiple myeloma
AHNAK::KMT2A	Leiomyosarcoma
AHNAK::MACROD1	Adenocarcinoma
AHNAK::NXF1	Squamous cell carcinoma
AHNAK::RPS6KA4	Adenocarcinoma
AHNAK::SF1	Multiple myeloma
AHNAK::STIP1	Adenocarcinoma
AHNAK::SUPT16H	Squamous cell carcinoma
AHNAK::TYK2	Acute myeloid leukemia, NOS | Skin
AHNAK::UBC	Multiple myeloma
AHNAK::USP6	Aneurysmal bone cyst
AHNAK::ZNF827	Adenocarcinoma
AHNAK::ZNFX1	Adenocarcinoma
AHR::CDK14	Adenocarcinoma
AHR::CUL4B	Malignant melanoma
AHR::LRRC72	Adenocarcinoma
AHR::TSPAN13	Transitional cell carcinoma | Squamous cell carcinoma
AHRR::AVIL	Mesenchymal tumor, NOS
AHRR::CSNK1E	Malignant melanoma
AHRR::NCOA2	Angiofibroma
AHRR::NCOA3	Angiofibroma
AHRR::PLEKHG4B	Malignant melanoma
AHSA1::TMEM67	Adenocarcinoma
AHSG::STAT6	Adenocarcinoma
AHSG::TF	Adenocarcinoma
AICDA::MYC	Diffuse large B-cell lymphoma
AICDA::SLC9A7	Diffuse large B-cell lymphoma
AIF1L::ETV6	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AIF1L::NRSN2	Malignant melanoma
AIF1L::SYN2	Malignant melanoma
AIFM1::ARL3	Adenocarcinoma
AIG1::ADGRG6	Adenocarcinoma
AIG1::COL8A1	Adenocarcinoma
AIG1::IL20RA	Squamous cell carcinoma
AIG1::TIAM2	Transitional cell carcinoma
AIP::KMT2A	Acute lymphoblastic leukemia/lymphoblastic lymphoma
AIP::LYZL6	Astrocytoma, grade I-II
AIP::POLD4	Adenocarcinoma
AIP::PRSS53	Malignant epithelial tumor, special type
AJAP1::CYTH3	Adenocarcinoma
AJM1::PHPT1	Squamous cell carcinoma
AJUBA::CEP192	Adenocarcinoma
AJUBA::SLC7A8	Adenocarcinoma
AK1::ST6GALNAC4	Squamous cell carcinoma
AK2::MRTFA	Adenocarcinoma
AK3::DOCK8	Adenocarcinoma
AK3::IL33	Squamous cell carcinoma
AK3::RCL1	Squamous cell carcinoma
AK4::NDC1	Adenocarcinoma
AK5::ALK	Soft tissue tumor, special type
AK5::USP33	Squamous cell carcinoma
AK6::ADAMTS6	Adenocarcinoma
AK9::FAM184A	Adenocarcinoma
AK9::PDSS2	Adenocarcinoma
AKAP10::CCL3	Mesenchymal tumor, NOS
AKAP10::GID4	Adenocarcinoma
AKAP10::HELZ	Adenocarcinoma
AKAP10::PSMD11	Squamous cell carcinoma
AKAP11::DGKH	Squamous cell carcinoma
AKAP11::MRPS31	Astrocytoma, grade III-IV/Glioblastoma
AKAP11::PACS1	Adenocarcinoma
AKAP12::ASCC3	Mesenchymal tumor, NOS
AKAP13::ADAMTSL3	Transitional cell carcinoma
AKAP13::CHD2	Squamous cell carcinoma
AKAP13::CHSY3	Adenocarcinoma
AKAP13::DMXL2	Adenocarcinoma
AKAP13::GOLM2	Mesothelioma
AKAP13::IGF1R	Squamous cell carcinoma | Adenocarcinoma
AKAP13::INTS14	Adenocarcinoma
AKAP13::MUSK	Adenocarcinoma
AKAP13::MYL5	Adenocarcinoma
AKAP13::NOX5	Adenocarcinoma
AKAP13::NRG1	Adenocarcinoma
AKAP13::NTRK3	Malignant melanoma | Astrocytoma, grade I-II
AKAP13::PDE8A	Adenocarcinoma
AKAP13::RET	Adenocarcinoma
AKAP13::RFX7	Squamous cell carcinoma
AKAP13::SYNE1	Adenocarcinoma
AKAP1::ANKFN1	Adenocarcinoma
AKAP1::C17ORF67	Adenocarcinoma
AKAP1::C17orf67	Adenocarcinoma
AKAP1::GGA3	Adenocarcinoma
AKAP1::PITPNC1	Adenocarcinoma
AKAP1::WIPF2	Adenocarcinoma
AKAP6::EGLN3	Astrocytoma, grade III-IV/Glioblastoma
AKAP6::PRKD1	Malignant melanoma
AKAP6::SPTSSA	Adenocarcinoma
AKAP7::ADGB	Malignant melanoma
AKAP7::ESR1	Adenocarcinoma
AKAP8::BRD4	Chondrosarcoma, NOS
AKAP8::CALR3	Mesenchymal tumor, NOS
AKAP8::KLF2	Multiple myeloma
AKAP8::MYO9B	Adenocarcinoma
AKAP8::RPL28	Adenocarcinoma
AKAP8::VMP1	Adenocarcinoma
AKAP8L::EFCAB3	Adenocarcinoma
AKAP8L::WIZ	Malignant melanoma
AKAP9::ANKIB1	Squamous cell carcinoma
AKAP9::BRAF	Astrocytoma, pilocytic/juvenile | Melanocytic neoplasm, special type | Malignant melanoma | Adenocarcinoma | Benign nevus
AKAP9::CDK14	Adenocarcinoma | Squamous cell carcinoma
AKAP9::PDGFRA	Acute myeloid leukemia, NOS | Skin
AKAP9::PON2	Astrocytoma, grade III-IV/Glioblastoma
AKAP9::PPP2R3B	Squamous cell carcinoma
AKAP9::RUNX1	Adenocarcinoma
AKAP9::SEC61G	Astrocytoma, grade III-IV/Glioblastoma
AKAP9::ZNF3	Adenocarcinoma
AKIRIN1::MEAF6	Adenocarcinoma
AKIRIN2::ANKRD55	Adenocarcinoma
AKIRIN2::CUL7	Astrocytoma, grade I-II
AKIRIN2::GAREM1	Mesenchymal tumor, NOS
AKNA::ENOX1	Mesenchymal tumor, NOS
AKNA::WHRN	Adenocarcinoma
AKR1A1::AGO3	Squamous cell carcinoma
AKR1C3::AKR1E2	Squamous cell carcinoma
AKR1E2::WAC	Adenocarcinoma
AKT1::ANKS1A	Transitional cell carcinoma
AKT1::MTA1	Multiple myeloma
AKT1::PHRF1	Adenocarcinoma
AKT2::BTBD2	Astrocytoma, grade III-IV/Glioblastoma
AKT2::CXCL11	Adenocarcinoma
AKT2::DPY19L3	Adenocarcinoma
AKT2::ELK3	Malignant melanoma
AKT2::NSMAF	Adenocarcinoma
AKT2::SRRM5	Astrocytoma, grade I-II
AKT2::UPF1	Astrocytoma, grade I-II
AKT2::YIF1B	Adenocarcinoma
AKT2::ZNF576	Astrocytoma, grade I-II
AKT3::ADSS2	Adenocarcinoma
AKT3::CDC14A	Malignant melanoma
AKT3::GCSAML	Astrocytoma, grade III-IV/Glioblastoma
AKT3::HEATR1	Mesothelioma
AKT3::PPP2R2A	Adenocarcinoma
AKT3::PTPRR	Malignant melanoma
AKT3::RGS7	Astrocytoma, grade III-IV/Glioblastoma
AKTIP::COTL1	Astrocytoma, grade I-II
ALAS1::HHEX	Adenocarcinoma
ALAS1::PARP3	Squamous cell carcinoma
ALAS1::RBM6	Adenocarcinoma
ALB::ARFGEF2	Adenocarcinoma
ALB::DDX21	Adenocarcinoma
ALB::EXOSC9	Adenocarcinoma
ALB::FOXP1	Adenocarcinoma
ALB::PLEKHA5	Adenocarcinoma
ALB::SEC63	Adenocarcinoma
ALB::SIAE	Adenocarcinoma
ALB::SQSTM1	Adenocarcinoma
ALB::TLN1	Adenocarcinoma
ALB::UBAC1	Adenocarcinoma
ALCAM::EIF2A	Adenocarcinoma
ALCAM::EPHA6	Squamous cell carcinoma
ALCAM::NRROS	Adenocarcinoma
ALCAM::RAF1	Malignant epithelial tumor, special type
ALCAM::SH3KBP1	Transitional cell carcinoma
ALCAM::YIF1B	Adenocarcinoma
ALDH18A1::PDLIM1	Squamous cell carcinoma
ALDH1A1::FXYD1	Adenocarcinoma
ALDH1A1::TYK2	Adenocarcinoma
ALDH1A3::IGF1R	Squamous cell carcinoma
ALDH1A3::USP25	Adenocarcinoma
ALDH1A3::VPS53	Adenocarcinoma
ALDH1L1::SLC41A3	Adenocarcinoma
ALDH2::ACTB	Adenocarcinoma
ALDH2::ATXN2	Adenocarcinoma
ALDH2::LIN7A	Mesenchymal tumor, NOS
ALDH2::LRBA	Squamous cell carcinoma
